developerCountry,countryCode,userRatingCount,primaryGenreName,downloads,deviceType,hasPrivacyLink,hasTermsOfServiceLink,hasTermsOfServiceLinkRating,isCorporateEmailScore,adSpent,appAge,averageUserRating,appContentBrandSafetyRating,appDescriptionBrandSafetyRating,mfaRating,coppaRisk
UNITED STATES,GLOBAL,85,Games,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,84.13333333333334,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,9,Entertainment,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,5.2333333333333325,2.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,5.866666666666665,0.0,medium,high,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,65.76666666666667,0.0,medium,low,low,True
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1419,Health & Fitness,100000 - 500000,GLOBAL,True,True,low,0.0,0.0070385250412768,37.4,3.0,medium,medium,low,False
INDONESIA,GLOBAL,163,Books & Reference,50000 - 100000,GLOBAL,True,False,high,0.0,0.0070385250412768,44.86666666666667,3.0,medium,low,low,False
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Health & Fitness,10 - 50,GLOBAL,True,True,low,99.0,0.0070385250412768,53.16666666666666,4.0,medium,medium,low,False
TURKEY,EMEA,13,Games,100 - 500,smartphone,True,False,high,99.0,31.37945549185624,5.033333333333333,3.0,medium,low,low,False
NIGER,FR,20968,Entertainment,100000 - 500000,GLOBAL,True,False,high,0.0,128.08065433950367,5.9,4.0,medium,high,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,27,Lifestyle,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,33.233333333333334,2.0,medium,high,low,False
UNITED ARAB EMIRATES,KZ,2417,Games,100 - 500,GLOBAL,True,False,high,0.0,7.666760571089076,62.833333333333336,4.0,medium,medium,low,False
RUSSIAN FEDERATION,KG,1795,Games,500000 - 1000000,GLOBAL,True,False,high,0.0,12.622350717833148,106.26666666666668,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,890,Games,100000 - 500000,GLOBAL,True,False,high,0.0,0.0070385250412768,100.86666666666666,4.0,medium,low,low,False
TURKEY,GLOBAL,11,Games,1000 - 5000,tablet,True,False,high,99.0,0.0070385250412768,64.16666666666667,3.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,0 - 1,GLOBAL,True,False,high,0.0,0.0070385250412768,3.7666666666666666,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,12,Games,5000 - 10000,GLOBAL,True,False,high,0.0,0.0070385250412768,58.66666666666666,3.0,medium,low,low,False
SINGAPORE,DO,53338,Games,1000000 - 5000000,smartphone,True,False,high,0.0,1.05372730444577,46.56666666666667,4.0,medium,low,low,True
UNITED STATES,GLOBAL,0,Business,10 - 1,GLOBAL,True,True,low,99.0,0.0070385250412768,85.56666666666666,0.0,medium,low,low,False
CANNOT IDENTIFY COUNTRY,PH,1950,Books & Reference,100000 - 500000,GLOBAL,True,False,high,0.0,0.0283076923076923,122.96666666666668,4.0,medium,low,low,False
INDIA,GLOBAL,0,Communication,10 - 50,GLOBAL,True,True,low,99.0,0.0070385250412768,12.066666666666666,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,SK,87120,Music & Audio,10000000 - 50000000,GLOBAL,True,False,high,0.0,9.27100170550946,32.733333333333334,4.0,medium,medium,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,500 - 1000,GLOBAL,True,False,high,99.0,0.0070385250412768,25.6,0.0,medium,medium,low,False
UNITED STATES,QA,24713,Games,100 - 500,GLOBAL,True,True,low,99.0,1.6293795541971232,45.5,4.0,medium,medium,low,False
CANNOT IDENTIFY COUNTRY,GLOBAL,7,Games,10 - 50,GLOBAL,True,False,high,0.0,0.0070385250412768,28.266666666666666,5.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Productivity,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,61.46666666666666,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,77,Tools,50000 - 100000,GLOBAL,True,False,high,0.0,0.0070385250412768,37.66666666666666,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,24.866666666666667,0.0,medium,low,low,False
UNITED KINGDOM,GLOBAL,0,Business,1 - 5,GLOBAL,True,False,high,99.0,0.0070385250412768,41.0,0.0,medium,low,low,False
CHINA,BR,779,Tools,1000000 - 5000000,tablet,True,False,high,0.0,76.58723552187975,20.166666666666668,4.0,medium,low,low,False
UNITED ARAB EMIRATES,GLOBAL,0,Games,500 - 1000,GLOBAL,True,False,high,0.0,0.0070385250412768,6.833333333333333,0.0,medium,high,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Medical,10 - 50,GLOBAL,True,False,high,99.0,0.0070385250412768,58.633333333333326,4.0,medium,low,low,False
SWEDEN,GLOBAL,0,Social Networking,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,94.13333333333334,0.0,medium,low,low,False
UNITED STATES,GLOBAL,0,Lifestyle,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,30.5,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,5 - 10,GLOBAL,True,True,low,0.0,0.0070385250412768,31.166666666666668,4.0,medium,medium,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Art & Design,500 - 1000,GLOBAL,True,False,high,0.0,0.0070385250412768,16.966666666666665,4.0,medium,low,low,False
BULGARIA,HK,3277956,Games,50000000 - 100000000,smartphone,True,True,low,99.0,0.0504924067488074,138.03333333333333,4.0,medium,high,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,100 - 500,GLOBAL,True,True,low,99.0,0.0070385250412768,95.03333333333332,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,35,Food & Drink,5000 - 10000,GLOBAL,True,False,high,0.0,0.0070385250412768,99.36666666666666,3.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,19.8,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,News & Magazines,10 - 50,GLOBAL,True,False,high,99.0,0.0070385250412768,71.16666666666667,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,50.06666666666667,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,RU,128,Games,500000 - 1000000,GLOBAL,True,False,high,0.0,412.732734496216,2.4333333333333327,3.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Business,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,33.5,0.0,medium,low,low,False
PAKISTAN,GLOBAL,27945,Games,5000000 - 10000000,smartphone,True,False,high,99.0,0.0501091226538629,78.8,3.0,medium,medium,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,48.833333333333336,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,21,Education,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,44.266666666666666,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,16,Education,50 - 100,GLOBAL,True,False,high,0.0,0.0070385250412768,50.133333333333326,5.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Food & Drink,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,94.6,5.0,medium,high,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,7,Health & Fitness,500 - 1000,GLOBAL,True,False,high,0.0,0.0070385250412768,27.133333333333333,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,CI,1164,Games,500000 - 1000000,GLOBAL,True,False,high,0.0,2.364207498315712,5.0,4.0,medium,low,low,False
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Tools,1 - 5,GLOBAL,True,False,high,0.0,0.0070385250412768,61.46666666666666,4.0,medium,low,low,False
CANNOT IDENTIFY COUNTRY,ES,9341,Games,1000000 - 5000000,GLOBAL,True,False,high,99.0,58.450740550319054,18.633333333333333,4.0,medium,low,low,True
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,100 - 500,GLOBAL,True,True,low,99.0,0.0070385250412768,2.1666666666666665,0.0,medium,low,low,False
SINGAPORE,GLOBAL,0,Food & Drink,1 - 5,GLOBAL,True,False,high,99.0,0.0070385250412768,25.8,0.0,medium,low,low,False
HONG KONG,US,425,Games,100000 - 500000,smartphone,True,False,high,0.0,4045.918961920072,6.2333333333333325,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,24.33333333333333,0.0,medium,high,low,False
ICELAND,GLOBAL,16,Games,1000 - 5000,GLOBAL,True,False,high,0.0,0.0070385250412768,41.0,3.0,medium,high,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Social,10 - 50,GLOBAL,True,False,high,99.0,0.0070385250412768,21.2,0.0,medium,low,low,False
RUSSIAN FEDERATION,GLOBAL,80,Business,1000 - 5000,GLOBAL,True,False,high,99.0,0.0070385250412768,87.93333333333332,3.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,6,Communication,1000 - 5000,GLOBAL,True,False,high,0.0,0.0070385250412768,92.53333333333332,1.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Personalization,5 - 10,GLOBAL,True,False,high,0.0,0.0070385250412768,64.5,4.0,medium,medium,low,False
UNITED STATES,APAC,5294237,Video Players & Editors,100000000 - 500000000,tablet,True,False,high,99.0,2997.2184772383584,151.8,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,21,Auto & Vehicles,1000 - 5000,GLOBAL,True,False,high,99.0,0.0070385250412768,70.13333333333334,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,8,Health & Fitness,1000 - 5000,GLOBAL,True,False,high,99.0,0.0070385250412768,58.93333333333333,4.0,medium,low,low,False
UNITED KINGDOM,RU,166438,Games,1000000 - 5000000,smartphone,True,False,high,99.0,0.3508808790229778,56.16666666666666,4.0,low,low,low,True
REPUBLIC OF KOREA,NI,6442,Photo & Video,100 - 500,smartphone,True,False,high,99.0,0.6467221880507202,106.53333333333332,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,10 - 50,GLOBAL,True,False,high,99.0,0.0070385250412768,93.7333333333333,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Utilities,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,145.6,5.0,medium,low,low,False
POLAND,APAC,843582,Productivity,10000000 - 50000000,tablet,True,False,high,99.0,0.1501479337445713,137.3,4.0,medium,low,low,False
JORDAN,GLOBAL,0,Games,50 - 100,GLOBAL,True,False,high,99.0,0.0070385250412768,54.266666666666666,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,49.16666666666666,0.0,medium,low,low,False
GERMANY,GLOBAL,2633,Books & Reference,100000 - 500000,tablet,True,True,low,0.0,0.0070385250412768,108.8,4.0,medium,low,low,False
UNITED STATES,GLOBAL,89,Games,5000 - 10000,GLOBAL,True,True,low,99.0,0.0070385250412768,102.8,2.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Auto & Vehicles,5 - 1,GLOBAL,True,False,high,99.0,0.0070385250412768,49.633333333333326,0.0,medium,low,low,False
AUSTRALIA,GLOBAL,1595,Personalization,100000 - 500000,GLOBAL,True,True,low,99.0,0.0070385250412768,78.9,3.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,5,Personalization,500 - 1000,GLOBAL,True,False,high,0.0,0.0070385250412768,78.86666666666666,4.0,low,low,low,False
SPAIN,GLOBAL,5478,Games,5000000 - 10000000,smartphone,True,True,low,99.0,22.47289272925812,65.16666666666667,3.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Social Networking,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,64.36666666666666,0.0,medium,medium,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Weather,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,106.6,5.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,8,House & Home,1000 - 5000,GLOBAL,True,False,high,99.0,0.0070385250412768,50.8,4.0,medium,low,low,False
BANGLADESH,GLOBAL,0,Games,10 - 50,GLOBAL,True,False,high,99.0,0.0070385250412768,33.5,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,48,Education,1000 - 5000,GLOBAL,True,False,high,0.0,0.0070385250412768,43.133333333333326,4.0,medium,low,low,False
ROMANIA,ID,218,Games,100000 - 500000,smartphone,True,False,high,0.0,16.521531614703733,14.533333333333331,3.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,8.633333333333333,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,10,Communication,1000 - 5000,GLOBAL,True,False,high,0.0,0.0070385250412768,26.53333333333333,5.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,House & Home,10 - 50,GLOBAL,True,False,high,99.0,0.0070385250412768,84.06666666666666,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,10 - 50,GLOBAL,True,False,high,0.0,0.0070385250412768,49.16666666666666,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,36.23333333333333,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,50 - 100,GLOBAL,True,False,high,0.0,0.0070385250412768,27.066666666666663,4.0,medium,high,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,10552,Entertainment,500000 - 1000000,GLOBAL,True,True,low,99.0,0.0070385250412768,126.1,4.0,medium,low,low,True
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,10 - 50,GLOBAL,True,False,high,99.0,0.0070385250412768,4.0666666666666655,0.0,medium,low,low,False
UNITED STATES,LATAM,15601,News,100 - 500,GLOBAL,True,True,low,99.0,0.4401442048944501,170.63333333333333,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,1000 - 5000,GLOBAL,True,False,high,0.0,0.0070385250412768,20.73333333333333,4.0,medium,medium,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,10 - 50,GLOBAL,True,False,high,0.0,0.0070385250412768,73.13333333333334,5.0,medium,low,low,False
INDIA,GLOBAL,88,Social,1000 - 5000,GLOBAL,True,False,high,0.0,0.0070385250412768,51.16666666666666,3.0,medium,medium,low,False
ADDRESS NOT LISTED IN PLAYSTORE,TW,22,Music,100 - 500,GLOBAL,True,False,high,0.0,0.4274532699446586,113.83333333333331,4.0,medium,high,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,5 - 10,GLOBAL,True,False,high,99.0,0.0070385250412768,9.666666666666666,4.0,medium,low,low,True
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,78.53333333333333,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Photography,500 - 1000,GLOBAL,True,False,high,0.0,0.0070385250412768,16.8,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,11,Games,5000 - 10000,GLOBAL,True,False,high,99.0,0.0070385250412768,12.333333333333334,1.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,12,Travel & Local,50 - 100,GLOBAL,True,False,high,99.0,0.0070385250412768,73.1,5.0,medium,low,low,False
CANNOT IDENTIFY COUNTRY,GLOBAL,0,House & Home,10 - 50,GLOBAL,True,False,high,0.0,0.0070385250412768,81.46666666666667,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,37728,Entertainment,5000000 - 10000000,smartphone,True,True,low,99.0,1504.7271186925284,170.7,2.0,medium,high,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,News,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,93.66666666666669,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,10000 - 50000,GLOBAL,True,True,low,0.0,0.0070385250412768,20.766666666666666,4.0,medium,medium,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,27.2,0.0,medium,low,low,True
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,30.866666666666667,4.0,medium,low,low,True
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,10 - 50,GLOBAL,True,False,high,0.0,0.0070385250412768,70.23333333333333,5.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,54.333333333333336,4.0,medium,low,low,False
CHINA,GLOBAL,12,Lifestyle,500 - 1000,GLOBAL,True,False,high,99.0,0.0070385250412768,90.86666666666666,4.0,medium,low,low,False
JAPAN,GLOBAL,18953,Games,5000000 - 10000000,smartphone,True,False,high,0.0,0.0070385250412768,100.73333333333332,3.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,500 - 1000,GLOBAL,True,False,high,0.0,0.0070385250412768,56.9,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,8,Finance,5000 - 10000,GLOBAL,True,False,high,0.0,0.0070385250412768,23.2,3.0,medium,low,low,False
UNITED STATES,AE,300168,Games,10000000 - 50000000,GLOBAL,True,True,low,99.0,419.23258803880384,19.933333333333334,4.0,medium,low,low,True
SLOVENIA,GLOBAL,30,Games,5000 - 10000,GLOBAL,True,False,high,0.0,0.0070385250412768,98.96666666666668,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,52,Productivity,10000 - 50000,GLOBAL,True,False,high,99.0,0.0070385250412768,30.866666666666667,1.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,BR,787,Games,100000 - 500000,GLOBAL,True,False,high,0.0,369.8441283170112,12.966666666666669,4.0,medium,low,low,True
UNITED STATES,GLOBAL,265,Entertainment,10000 - 50000,GLOBAL,True,False,high,99.0,0.0070385250412768,144.73333333333332,3.0,medium,medium,low,False
INDONESIA,GLOBAL,0,Entertainment,50 - 100,GLOBAL,True,False,high,0.0,0.0070385250412768,39.833333333333336,4.0,medium,medium,low,False
SOUTH AFRICA,GLOBAL,0,Travel & Local,10 - 50,GLOBAL,True,False,high,99.0,0.0070385250412768,90.7333333333333,5.0,medium,low,low,False
CANNOT IDENTIFY COUNTRY,LATAM,192,Games,10000 - 50000,smartphone,True,False,high,99.0,8.880175554639374,36.7,4.0,medium,low,low,True
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,10 - 50,GLOBAL,True,False,high,0.0,0.0070385250412768,43.06666666666667,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,79.56666666666666,0.0,medium,low,low,False
INDIA,GLOBAL,54,Business,1000 - 5000,GLOBAL,True,False,high,99.0,0.0070385250412768,78.16666666666667,4.0,medium,low,low,False
JAPAN,GLOBAL,5,Education,1000 - 5000,GLOBAL,True,True,low,0.0,0.0070385250412768,95.93333333333332,3.0,medium,low,low,False
CANNOT IDENTIFY COUNTRY,GLOBAL,1686,Finance,10000 - 50000,GLOBAL,True,True,low,99.0,0.0070385250412768,152.56666666666666,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,60,Business,10000 - 50000,GLOBAL,True,False,high,0.0,0.0070385250412768,27.966666666666665,4.0,medium,low,low,False
UNITED KINGDOM,CH,70,Games,100 - 500,tablet,True,True,low,99.0,0.4960460110039449,20.966666666666665,4.0,medium,high,low,False
ADDRESS NOT LISTED IN PLAYSTORE,SG,0,Tools,10 - 50,GLOBAL,True,False,high,0.0,0.0115960823680439,30.33333333333333,4.0,medium,low,low,False
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Shopping,0 - 1,GLOBAL,True,False,high,99.0,0.0070385250412768,24.3,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,20,Personalization,1000 - 5000,GLOBAL,True,False,high,0.0,0.0070385250412768,41.3,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,15,Education,5000 - 10000,GLOBAL,True,False,high,0.0,0.0070385250412768,42.06666666666667,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,10 - 50,GLOBAL,True,False,high,0.0,0.0070385250412768,69.0,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Maps & Navigation,10 - 50,GLOBAL,True,False,high,0.0,0.0070385250412768,93.2,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,13.866666666666667,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,0 - 1,GLOBAL,True,False,high,0.0,0.0070385250412768,27.066666666666663,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,21,Shopping,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,99.93333333333332,2.0,medium,low,low,False
CANNOT IDENTIFY COUNTRY,GLOBAL,19,Games,10000 - 50000,smartphone,True,False,high,0.0,662.6778537093261,10.133333333333333,4.0,medium,low,low,False
REPUBLIC OF KOREA,GLOBAL,997,Games,100000 - 500000,smartphone,True,False,high,0.0,0.0070385250412768,55.633333333333326,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,57,Food & Drink,1000 - 5000,GLOBAL,True,False,high,99.0,0.0070385250412768,60.16666666666666,4.0,medium,high,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Personalization,10 - 50,GLOBAL,True,False,high,0.0,0.0070385250412768,28.33333333333333,0.0,medium,medium,low,False
FRANCE,RO,51999,Games,100 - 500,GLOBAL,True,True,low,99.0,15.108004290997393,21.53333333333333,4.0,medium,medium,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,7,Productivity,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,119.7,3.0,medium,low,low,False
RUSSIAN FEDERATION,APAC,10468,Entertainment,1000000 - 5000000,GLOBAL,True,True,low,99.0,0.0201750564223334,68.76666666666667,4.0,medium,high,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,5 - 10,GLOBAL,True,False,high,0.0,0.0070385250412768,1.9,0.0,medium,low,low,True
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,500 - 1000,GLOBAL,True,False,high,0.0,0.0070385250412768,32.233333333333334,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Health & Fitness,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,2.3,5.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,1 - 5,GLOBAL,True,False,high,99.0,0.0070385250412768,1.1333333333333333,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,165,Business,10000 - 50000,GLOBAL,True,True,low,99.0,0.0070385250412768,131.26666666666668,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,24,Finance,5000 - 10000,GLOBAL,True,False,high,99.0,0.0070385250412768,57.5,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Photography,10 - 50,GLOBAL,False,False,high,0.0,0.0070385250412768,110.53333333333332,0.0,medium,low,low,False
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Finance,500 - 1000,GLOBAL,True,False,high,0.0,0.0070385250412768,107.13333333333334,0.0,medium,low,low,False
PAKISTAN,GLOBAL,20,Entertainment,500 - 1000,GLOBAL,True,False,high,99.0,0.0070385250412768,120.56666666666666,3.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,43,Music & Audio,1000 - 5000,GLOBAL,True,False,high,0.0,0.0070385250412768,56.2,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Music,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,132.46666666666667,5.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,75,Games,10000 - 50000,GLOBAL,True,False,high,0.0,0.0070385250412768,50.73333333333333,2.0,medium,low,low,False
UNITED KINGDOM,GLOBAL,1,Food & Drink,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,51.5,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,33.833333333333336,0.0,medium,high,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Productivity,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,23.73333333333333,5.0,medium,high,low,False
REPUBLIC OF KOREA,GLOBAL,10,Lifestyle,1000 - 5000,GLOBAL,True,False,high,99.0,0.0070385250412768,107.6,1.0,medium,low,low,False
INDONESIA,GLOBAL,103,Tools,10000 - 50000,GLOBAL,True,False,high,0.0,0.0070385250412768,43.0,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,100 - 500,GLOBAL,True,True,low,0.0,0.0070385250412768,24.266666666666666,0.0,medium,high,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,6,Entertainment,10000 - 50000,GLOBAL,True,False,high,0.0,0.0070385250412768,26.23333333333333,3.0,medium,low,low,False
